dataset_name,COPOD_ROC,DeepSVDD_ROC,COPOD_PR,DeepSVDD_PR,difficulty,radius,vectors,classes,train_len,test_len,anomaly_len,radius_diff
3_2_110000110_011000010_healthy living tips_weddings,0.4278712030700349,0.4726862476305316,0.4400309440676364,0.4758096919639399,3,2,"['110000110', '011000010']","['healthy living tips', 'weddings']",135611,20694,10347,radius: 2 ; differance: 3
3_2_110000110_101000100_healthy living tips_food & drink,0.5152454580679713,0.4815259205414716,0.499103327265796,0.4909267540667581,3,2,"['110000110', '101000100']","['healthy living tips', 'food & drink']",88694,30260,15130,radius: 2 ; differance: 3
3_2_110011001_010001000_tech_college,0.5450259083270644,0.463952333683176,0.5241471716279318,0.4699342919614825,3,2,"['110011001', '010001000']","['tech', 'college']",94562,6496,3248,radius: 2 ; differance: 3
3_2_110011001_100001000_tech_environment,0.5327969287265983,0.475598546319962,0.5282499058930541,0.4779421071212206,3,2,"['110011001', '100001000']","['tech', 'environment']",153434,12340,6170,radius: 2 ; differance: 3
3_2_111000100_010000000_travel_fifty,0.3749749368897435,0.4635793965232921,0.4061911631195898,0.473556876675746,3,2,"['111000100', '010000000']","['travel', 'fifty']",28750,22602,11301,radius: 2 ; differance: 3
3_2_111000100_011000010_travel_weddings,0.4439124789708601,0.5737285369555898,0.4388669594858096,0.5661044903428646,3,2,"['111000100', '011000010']","['travel', 'weddings']",111463,27106,13553,radius: 2 ; differance: 3
3_3_000000000_100011000_media_religion_science,0.544203691693416,0.4450365218852363,0.5660290441023388,0.4768351930953181,3,3,"['000000000', '100011000']","['media', 'religion', 'science']",18865,15454,7727,radius: 3 ; differance: 3
3_3_000000001_010001000_good news_weird news_college,0.5798751268964841,0.476229051277508,0.614058618789362,0.4930495271135101,3,3,"['000000001', '010001000']","['good news', 'weird news', 'college']",24031,10638,5319,radius: 3 ; differance: 3
3_3_000000001_010011001_good news_weird news_education,0.5755773819390018,0.5076348373363893,0.5964865228433496,0.5317628324919109,3,3,"['000000001', '010011001']","['good news', 'weird news', 'education']",34161,10378,5189,radius: 3 ; differance: 3
3_3_000000001_100001000_good news_weird news_environment,0.5896847076528945,0.536458315617935,0.6176778309079356,0.5475019397031271,3,3,"['000000001', '100001000']","['good news', 'weird news', 'environment']",18082,16482,8241,radius: 3 ; differance: 3
3_3_000000001_101000101_good news_weird news_arts & culture,0.5200906908513818,0.5274103474499763,0.5361241400120534,0.5361445228244137,3,3,"['000000001', '101000101']","['good news', 'weird news', 'arts & culture']",18983,16194,8097,radius: 3 ; differance: 3
3_3_000101000_000000001_black voices_women_good news_weird news,0.6031689961579673,0.4855090545284482,0.6126014613912171,0.4886496499138052,3,3,"['000101000', '000000001']","['black voices', 'women', 'good news', 'weird news']",24533,24660,12330,radius: 3 ; differance: 3
3_3_000101000_100011000_black voices_women_science,0.5278223248163365,0.4715434758690661,0.5282516795786127,0.4765417242417266,3,3,"['000101000', '100011000']","['black voices', 'women', 'science']",124738,20722,10361,radius: 3 ; differance: 3
3_3_000101010_000000000_queer voices_media_religion,0.5304504333649245,0.5136761155657974,0.5420789912367692,0.5104336492956637,3,3,"['000101010', '000000000']","['queer voices', 'media', 'religion']",17842,23736,11868,radius: 3 ; differance: 3
3_3_000101010_010001000_queer voices_college,0.4941412630233929,0.4755132581916793,0.4935638765938769,0.4750247508204042,3,3,"['000101010', '010001000']","['queer voices', 'college']",48768,14982,7491,radius: 3 ; differance: 3
3_3_000101010_100000010_queer voices_impact,0.4651021032791166,0.4700078979965361,0.4734484514351382,0.4714085721157648,3,3,"['000101010', '100000010']","['queer voices', 'impact']",75486,19662,9831,radius: 3 ; differance: 3
3_3_000101010_100001000_queer voices_environment,0.4803352917939589,0.4685612458604731,0.4929069905409419,0.4698165405093271,3,3,"['000101010', '100001000']","['queer voices', 'environment']",83147,20826,10413,radius: 3 ; differance: 3
3_3_010000000_010011001_fifty_education,0.3424365486585308,0.4036188590117837,0.4019031837359649,0.4298217971416605,3,3,"['010000000', '010011001']","['fifty', 'education']",16290,4830,2415,radius: 3 ; differance: 3
3_3_010001000_000100000_college_latino voices,0.5698312111444503,0.4646036917655048,0.5695759368611338,0.4662323342584039,3,3,"['010001000', '000100000']","['college', 'latino voices']",30998,4548,2274,radius: 3 ; differance: 3
3_3_010010001_010001000_business_crime_college,0.5500373255077511,0.463124656151495,0.5777642359279477,0.4634071857745591,3,3,"['010010001', '010001000']","['business', 'crime', 'college']",38126,21396,10698,radius: 3 ; differance: 3
3_3_010010001_100000001_business_crime_world news_u.s. news,0.611782886771998,0.5078081747943795,0.6281908157237991,0.5060117636825865,3,3,"['010010001', '100000001']","['business', 'crime', 'world news', 'u.s. news']",30664,40946,20473,radius: 3 ; differance: 3
3_3_010011011_010001000_money_college,0.4539946492271106,0.4654550535077288,0.4503840650135547,0.4672539246698586,3,3,"['010011011', '010001000']","['money', 'college']",56843,5800,2900,radius: 3 ; differance: 3
3_3_011000010_001000100_weddings_style,0.4363038170030625,0.4863997545521383,0.442749769341162,0.4997599449760912,3,3,"['011000010', '001000100']","['weddings', 'style']",30400,31442,15721,radius: 3 ; differance: 3
3_3_011000010_010001000_weddings_college,0.3759603417621386,0.5796858826496253,0.4029958086014227,0.5672579261943502,3,3,"['011000010', '010001000']","['weddings', 'college']",18480,9594,4797,radius: 3 ; differance: 3
3_3_011000010_100000010_weddings_impact,0.436487883634708,0.4510251621966835,0.4364765943952317,0.4596240404235082,3,3,"['011000010', '100000010']","['weddings', 'impact']",19368,14274,7137,radius: 3 ; differance: 3
3_3_011000110_010000000_home & living_fifty,0.4478833856846417,0.4938619775146479,0.450708515123279,0.4961605733634014,3,3,"['011000110', '010000000']","['home & living', 'fifty']",10614,11442,5721,radius: 3 ; differance: 3
3_3_100000001_000100000_world news_u.s. news_latino voices,0.7043338044479495,0.525632259856616,0.7239365852398488,0.5358290030079768,3,3,"['100000001', '000100000']","['world news', 'u.s. news', 'latino voices']",15288,24098,12049,radius: 3 ; differance: 3
3_3_100000001_100011000_world news_u.s. news_science,0.7433301942857142,0.4968812001814059,0.7425438518368137,0.5148400649487672,3,3,"['100000001', '100011000']","['world news', 'u.s. news', 'science']",65730,26250,13125,radius: 3 ; differance: 3
3_3_100000001_110011001_world news_u.s. news_tech,0.7371215230292475,0.5248889511299948,0.7329984640431471,0.5305482539789699,3,3,"['100000001', '110011001']","['world news', 'u.s. news', 'tech']",72231,26046,13023,radius: 3 ; differance: 3
3_3_100000010_000000001_impact_good news_weird news,0.5998898385774866,0.5057402043471289,0.6033864204205712,0.496252175494343,3,3,"['100000010', '000000001']","['impact', 'good news', 'weird news']",10421,15318,7659,radius: 3 ; differance: 3
3_3_100000010_000100000_impact_latino voices,0.5175506162902186,0.4965285352113364,0.5063372597038646,0.4935983320255308,3,3,"['100000010', '000100000']","['impact', 'latino voices']",27956,9228,4614,radius: 3 ; differance: 3
3_3_100000010_100011000_impact_science,0.4764718882138367,0.5342741559360146,0.4858267982919881,0.5257146326086124,3,3,"['100000010', '100011000']","['impact', 'science']",76509,11380,5690,radius: 3 ; differance: 3
3_3_100001000_000100000_environment_latino voices,0.5521833392003442,0.480265934860771,0.5531354329739208,0.4808717456313427,3,3,"['100001000', '000100000']","['environment', 'latino voices']",35617,10392,5196,radius: 3 ; differance: 3
3_3_100011000_010001000_science_college,0.5474924927600803,0.5205404767208732,0.5728508927392639,0.5156601864925454,3,3,"['100011000', '010001000']","['science', 'college']",41990,6700,3350,radius: 3 ; differance: 3
3_3_100011000_010011001_science_education,0.5124507156359709,0.4988719571004205,0.5255769355281295,0.4995393522686537,3,3,"['100011000', '010011001']","['science', 'education']",110129,6440,3220,radius: 3 ; differance: 3
3_3_101000100_011000110_food & drink_home & living,0.5645022488817539,0.4565563856176585,0.5258234378266722,0.4728072940162159,3,3,"['101000100', '011000110']","['food & drink', 'home & living']",65508,25512,12756,radius: 3 ; differance: 3
3_3_101000100_100000001_food & drink_world news_u.s. news,0.7173773038673399,0.5523781677519001,0.7006213774985781,0.5475522553899514,3,3,"['101000100', '100000001']","['food & drink', 'world news', 'u.s. news']",36831,38710,19355,radius: 3 ; differance: 3
3_3_101000100_100000010_food & drink_impact,0.5592285855648395,0.5244153381322914,0.5266465168736699,0.520444238663726,3,3,"['101000100', '100000010']","['food & drink', 'impact']",52486,23840,11920,radius: 3 ; differance: 3
3_3_101000100_100001000_food & drink_environment,0.5513256032930107,0.5335901814820172,0.5315107005137913,0.5385478709386289,3,3,"['101000100', '100001000']","['food & drink', 'environment']",78271,25004,12502,radius: 3 ; differance: 3
3_3_110000110_010000000_healthy living tips_fifty,0.3905653868648281,0.4733307873877263,0.4340255790716955,0.4781088290594434,3,3,"['110000110', '010000000']","['healthy living tips', 'fifty']",8240,16190,8095,radius: 3 ; differance: 3
3_3_110000110_011000010_healthy living tips_weddings,0.4266619792196011,0.4359012583260354,0.4373753076440128,0.4444429590407682,3,3,"['110000110', '011000010']","['healthy living tips', 'weddings']",45001,20694,10347,radius: 3 ; differance: 3
3_3_110000110_101000100_healthy living tips_food & drink,0.5174838664161536,0.4539583403409708,0.504101176447534,0.4647169712057983,3,3,"['110000110', '101000100']","['healthy living tips', 'food & drink']",63134,30260,15130,radius: 3 ; differance: 3
3_3_110011001_010001000_tech_college,0.6161237059107234,0.5426912014062462,0.6046111949745028,0.5562483605128216,3,3,"['110011001', '010001000']","['tech', 'college']",45576,6496,3248,radius: 3 ; differance: 3
3_3_110011001_100001000_tech_environment,0.6582987162749645,0.487147868732745,0.6411865655882206,0.4934117968635406,3,3,"['110011001', '100001000']","['tech', 'environment']",68504,12340,6170,radius: 3 ; differance: 3
3_3_111000100_011000010_travel_weddings,0.4041501529402627,0.5084749222507684,0.4165963365811613,0.5026784882855246,3,3,"['111000100', '011000010']","['travel', 'weddings']",37873,27106,13553,radius: 3 ; differance: 3
3_4_000000001_010011001_good news_weird news_education,0.5972136085046711,0.5355346844751159,0.6206993541056453,0.534134970014764,3,4,"['000000001', '010011001']","['good news', 'weird news', 'education']",15725,10378,5189,radius: 4 ; differance: 3
3_4_000101000_100011000_black voices_women_science,0.6077643773417314,0.5715436798740452,0.6091343794483386,0.5706255763222315,3,4,"['000101000', '100011000']","['black voices', 'women', 'science']",18128,20722,10361,radius: 4 ; differance: 3
3_4_010011011_010001000_money_college,0.527694292508918,0.5158747919143876,0.5168794074241885,0.5182056683630997,3,4,"['010011011', '010001000']","['money', 'college']",9458,5800,2900,radius: 4 ; differance: 3
3_4_100011000_010011001_science_education,0.5642851356043362,0.5031016357393618,0.5799868314553268,0.5079582974440947,3,4,"['100011000', '010011001']","['science', 'education']",37337,6440,3220,radius: 4 ; differance: 3
3_4_101000100_011000110_food & drink_home & living,0.5059062522462514,0.5361642971818008,0.4836676649759606,0.5200470142983789,3,4,"['101000100', '011000110']","['food & drink', 'home & living']",16174,25512,12756,radius: 4 ; differance: 3
3_4_110011001_010001000_tech_college,0.6414986903649688,0.4977352489747385,0.6215498713230799,0.4961898077654131,3,4,"['110011001', '010001000']","['tech', 'college']",9110,6496,3248,radius: 4 ; differance: 3
